CACODE	CONSTITUENCY_C	CONSTITUENCY_E	CAND_NUM	NAME_E	NAME_C	AFFILIATION
M15	天盛	tinshing	2	leungyippang	梁業鵬	獨立建制派
M16	瑞愛	shuioi	1	chautszki	周子麒	不明確
M16	瑞愛	shuioi	2	kwokkeung	郭強	民建聯
M17	瑞華	shuiwah	1	kochunkit	高俊傑	民建聯
M17	瑞華	shuiwah	2	chowwingkan	周永勤	自由黨
M18	頌華	chungwah	1	wongwailing	黃煒鈴	民建聯
M18	頌華	chungwah	2	chankakui	陳家駒	我們是未來/傘後組織
M19	悅恩	yuetyan	1	chiusauhan	趙秀嫻	新界社團聯會
M20	富恩	fuyan	1	keungkwokwai	強國偉	工黨
M20	富恩	fuyan	2	laukwaiyung	劉桂容	工聯會
M21	逸澤	yatchak	1	kwokhingping	郭慶平	獨立建制派
M21	逸澤	yatchak	2	wongyuenfai	黃遠輝	不明確
M21	逸澤	yatchak	3	wongyuchoi	黃裕材	獨立建制派
M22	天恒	tinheng	1	wongpakyu	王百羽	天水圍民生關注平台/傘後組織
M22	天恒	tinheng	2	cheungkwoktung	張國棟	不明確
M22	天恒	tinheng	3	lukchunghung	陸頌雄	工聯會
M23	宏逸	wangyat	1	yiukwokwai	姚國威	工聯會
M24	晴景	chingking	1	tangcheukhim	鄧焯謙	工聯會
M24	晴景	chingking	2	sowingchau	蘇永宙	不明確
M25	嘉湖北	kingswoodnorth	1	leeyuetman	李月民	新界社團聯會
M25	嘉湖北	kingswoodnorth	2	howaifongpolly	何惠芳	不明確
M26	慈祐	tszyau	1	chanmeilin	陳美蓮	獨立民主派
M26	慈祐	tszyau	2	chingyungfai	程容輝	民建聯
M27	耀祐	yiuyau	1	mashukyin	馬淑燕	民建聯
M27	耀祐	yiuyau	2	wongpuiyinagatha	王佩賢	不明確
M28	天耀	tinyiu	1	leungchecheung	梁志祥	民建聯
M28	天耀	tinyiu	2	leungchinhang	梁榮生	不明確
M29	嘉湖南	kingswoodsouth	1	ngyukying	吳玉英	民主黨
M29	嘉湖南	kingswoodsouth	2	chamkahungdaniel	湛家雄	社區18
M30	頌栢	chungpak	1	wongcheukkin	黃卓健	新民黨
M30	頌栢	chungpak	2	mokyimhay	莫炎熙	獨立民主派
M31	錦綉花園	fairviewpark	1	tokalun	杜嘉倫	獨立民主派
M31	錦綉花園	fairviewpark	2	leungwaikwan	梁煒堃	新思維
M31	錦綉花園	fairviewpark	3	yautaitai	邱帶娣	新界社團聯會
M32	新田	santin	1	mankwongming	文光明	新界社團聯會
M32	新田	santin	2	mankwaiki	文貴旗	獨立建制派
M33	錦田	kamtin	1	tangcheukyin	鄧卓然	城鄉居民共和協會
M34	八鄉北	patheungnorth	1	tangchikwong	鄧志光	新界社團聯會
M34	八鄉北	patheungnorth	2	tangyungyiuronnie	鄧鎔耀	獨立建制派
M35	八鄉南	patheungsouth	1	chuhoidickeddie	朱凱迪	土地正義聯盟
M35	八鄉南	patheungsouth	2	laiwaihung	黎偉雄	新界社團聯會
N01	聯和墟	luenwohui	1	lawsaiyan	羅世恩	民主黨
N01	聯和墟	luenwohui	2	tsanghinglung	曾興隆	民建聯
N01	聯和墟	luenwohui	3	liumingkin	劉明堅	自由黨
N02	粉嶺市	fanlingtown	1	wongchunning	黃晉靈	新思維
N02	粉嶺市	fanlingtown	2	pangchunsinggeorge	彭振聲	獨立建制派
N03	祥華	cheungwah	1	yipyiushingchris	葉曜丞	新界社團聯會
N03	祥華	cheungwah	2	chanyukming	陳旭明	民主黨
N03	祥華	cheungwah	3	wongkaho	黃嘉浩	北區動源/傘後組織
N03	祥華	cheungwah	4	yuenhoiwaifeder	阮海偉	不明確
N04	華都	wahdo	1	yiuming	姚銘	民建聯/新界社團聯會
N05	華明	wahming	1	laisum	賴心	民建聯
N05	華明	wahming	2	chanwaitat	陳惠達	新民主同盟
N06	欣盛	yanshing	1	laukwokfan	劉國勳	民建聯
N07	盛福	shingfuk	1	wanwotat	温和達	工聯會
N08	粉嶺南	fanlingsouth	1	hoshukwongraymond	何樹光	不明確
N08	粉嶺南	fanlingsouth	2	wongsingchi	黃成智	新思維
N09	清河	chingho	1	larmwaileung	藍偉良	民建聯
N10	御太	yutai	1	tsangkingchungkent	曾勁聰	工聯會
N10	御太	yutai	2	shekfongyau	石房有	獨立建制派
N10	御太	yutai	3	hauwingkongalvan	侯榮光	自由黨
N11	上水鄉郊	sheungshuirural	1	haukamlam	侯金林	民建聯
N11	上水鄉郊	sheungshuirural	2	haufuktatsimon	侯福達	鄉事派
N12	彩園	choiyuen	1	sosaichi	蘇西智	民建聯
N12	彩園	choiyuen	2	leungkamshingclarenceronald	梁金成	北區水貨客關注組
N13	石湖墟	shekwuhui	1	lauhonkin	劉匡健	不明確
N13	石湖墟	shekwuhui	2	wongyunkeungsimon	王潤強	民建聯
N13	石湖墟	shekwuhui	3	lamcheukting	林卓廷	民主黨
N14	天平西	tinpingwest	1	poontakwing	潘德榮	民主黨
N14	天平西	tinpingwest	2	wongwangto	黃宏滔	工聯會
N14	天平西	tinpingwest	3	leechinghei	李政熙	熱血公民
N15	鳳翠	fungtsui	1	yumankwong	余萬光	獨立民主派
N15	鳳翠	fungtsui	2	liukwokwah	廖國華	自由黨
N15	鳳翠	fungtsui	3	liuhinghung	廖興洪	民建聯
N16	沙打	shata	1	wanwofai	温和輝	民建聯
N16	沙打	shata	2	tsangyukon	曾玉安	鄉事派
N16	沙打	shata	3	cheungkwaichoi	張貴財	城鄉共生連線
N16	沙打	shata	4	chuoiping	朱愛平	獨立建制派
N17	天平東	tinpingeast	1	laukifung	劉其烽	民主黨
N17	天平東	tinpingeast	2	orsinyiwindy	柯倩儀	民建聯
N17	天平東	tinpingeast	3	yuchishingpaul	余智成	社區18
N18	皇后山	queenshill	1	tangkunnin	鄧根年	民建聯
P01	大埔墟	taipohui	1	likwokying	李國英	民建聯
P01	大埔墟	taipohui	2	choywingmuimolly	蔡咏梅	創新大埔/傘後組織
P02	大埔中	taipocentral	1	muisiufung	梅少峰	民建聯
P02	大埔中	taipocentral	2	auchunwah	區鎮樺	民主黨
P02	大埔中	taipocentral	3	manwaikeung	文偉強	不明確
P03	頌汀	chungting	1	luinok	雷諾	民主黨
P03	頌汀	chungting	2	tamwingfuneric	譚榮勳	民建聯
P04	大元	taiyuen	1	auchunho	區鎮濠	民主黨
P04	大元	taiyuen	2	chengchunping	鄭俊平	民建聯
P05	富亨	fuheng	1	wongchaupak	王秋北	民建聯
P05	富亨	fuheng	2	yammanchuen	任萬全	創新大埔/傘後組織
P06	怡富	yeefu	1	cheungfungyin	張鳳燕	民建聯
P06	怡富	yeefu	2	yamkaibong	任啟邦	新民主同盟
P07	富明新	fumingsun	1	kwanwingyip	關永業	新民主同盟
P07	富明新	fumingsun	2	chanyungwa	陳勇華	工聯會
P08	廣福及寶湖	kwongfuk&plovercove	1	wongpikkiu	黃碧嬌	民建聯
P08	廣福及寶湖	kwongfuk&plovercove	2	kwokshuyan	郭樹仁	不明確
P08	廣福及寶湖	kwongfuk&plovercove	3	chowbenjamin	周弘隆	不明確
P09	宏福	wangfuk	1	wookinmanclement	胡健民	民建聯
P09	宏福	wangfuk	2	mannimchi	文念志	民主黨
P10	大埔滘	taipokau	1	chansiukuen	陳笑權	新界社團聯會
P11	運頭塘	wantautong	1	chengwai	鄭煒	創新大埔/傘後組織
P11	運頭塘	wantautong	2	yuchiwing	余智榮	新界社團聯會
P12	新富	sanfu	1	kwokwingkin	郭永健	工黨/創新大埔
P12	新富	sanfu	2	lohiufung	羅曉楓	獨立建制派
P12	新富	sanfu	3	wukamfai	胡錦輝	不明確
P13	林村谷	lamtsuenvalley	1	wanyukwing	温玉榮	鄉事派
P13	林村谷	lamtsuenvalley	2	chancholeung	陳灶良	經民聯
P13	林村谷	lamtsuenvalley	3	lamchuncheung	林春祥	鄉事派
P14	寶雅	ponga	1	chowyuenwai	周炫瑋	新民主同盟
P14	寶雅	ponga	2	wongyungkan	黃容根	民建聯
P15	太和	taiwo	1	chengchunwo	鄭俊和	獨立建制派
P16	舊墟及太湖	oldmarket&serenity	1	lauyungwai	劉勇威	埔向晴天/傘後組織
P16	舊墟及太湖	oldmarket&serenity	2	cheungkwokwai	張國慧	民建聯
P17	康樂園	honglokyuen	1	manchenfai	文春輝	經民聯
P17	康樂園	honglokyuen	2	tangmingtaipatrick	鄧銘泰	鄉事派
P18	船灣	shuenwan	1	laucheesing	劉志成	新界社團聯會
P19	西貢北	saikungnorth	1	liwahkwongrex	李華光	經民聯
P19	西貢北	saikungnorth	2	leekwaiyauvictor	李貴有	鄉事派
Q01	西貢市中心	saikungcentral	1	cheungszekitalan	章士傑	不明確
Q01	西貢市中心	saikungcentral	2	ngszefuk	吳仕福	民建聯
Q02	白沙灣	pakshawan	1	powaiming	浦偉明	不明確/專業動力
Q02	白沙灣	pakshawan	2	hiewmoosiew	邱戊秀	民建聯
Q03	西貢離島	saikungislands	1	likaleung	李家良	民建聯
Q04	坑口東	hanghaueast	1	laumanchoinewman	劉敏財	獨立建制派
Q04	坑口東	hanghaueast	2	lauwaicheungpeter	劉偉章	新界社團聯會
Q05	坑口西	hanghauwest	1	luksauching	陸秀貞	專業動力
Q05	坑口西	hanghauwest	2	yauyuklun	邱玉麟	民建聯
Q06	寶怡	poyee	1	tsechingfung	謝正楓	民主黨
Q06	寶怡	poyee	2	ngshuetshan	吳雪山	工聯會
Q07	維景	waiking	1	wongshingkwong	黃成光	獨立民主派
Q07	維景	waiking	2	chankaiwai	陳繼偉	不明確
Q08	都善	doshin	1	soho	蘇浩	人民力量/前綫
Q08	都善	doshin	2	mokruby	莫繡安	獨立建制派
Q08	都善	doshin	3	shuenpakmanandrew	孫柏文	107動力
Q08	都善	doshin	4	cheungchinpang	張展鵬	將軍澳屋苑大聯盟
Q09	健明	kinming	1	chaukalok	周家樂	民建聯
Q09	健明	kinming	2	leungli	梁里	新民主同盟
Q10	彩健	choikin	1	ngjacob	吳東河	民建聯
Q10	彩健	choikin	2	homankitraymond	何民傑	107動力
Q11	澳唐	otong	1	auyeunghokwan	歐陽浩崑	不明確/專業動力
Q11	澳唐	otong	2	luimankwong	呂文光	新民主同盟
Q11	澳唐	otong	3	kowingluen	高永聯	工聯會
Q12	富君	fukwan	1	lukpingchoi	陸平才	獨立民主派
Q12	富君	fukwan	2	luikimho	呂劍豪	不明確
Q12	富君	fukwan	3	shekyuenhon	石遠康	不明確
Q13	軍寶	kwanpo	1	leekwokpui	李國培	不明確
Q13	軍寶	kwanpo	2	chanchinchun	陳展浚	獨立民主派
Q13	軍寶	kwanpo	3	leesunantony	李新	不明確
Q13	軍寶	kwanpo	4	wongtinyau	黃天佑	專業動力
Q13	軍寶	kwanpo	5	laimingchak	黎銘澤	新民主同盟
Q14	南安	namon	1	chauyinmingfrancis	周賢明	獨立民主派
Q14	南安	namon	2	yukaichun	余啟津	工聯會
Q15	康景	hongking	1	chankinchunken	陳健浚	新民黨/公民力量
Q15	康景	hongking	2	lamsiuchungfrankie	林少忠	民主黨
Q16	翠林	tsuilam	1	chanyuenpan	陳源彬	獨立民主派
Q16	翠林	tsuilam	2	tamlanny	譚領律	新民黨/公民力量
Q17	寶林	polam	1	auningfatalfred	區能發	新民黨/公民力量
Q17	寶林	polam	2	wonglokyin	黃樂然	自由黨
Q17	寶林	polam	3	cheungchitung	張志董	獨立民主派
Q18	欣英	yanying	1	yeunghochuen	楊浩泉	自由黨
Q18	欣英	yanying	2	chungkamlun	鍾錦麟	新民主同盟
Q18	欣英	yanying	3	liutszchungmichael	廖子聰	新民黨/公民力量
Q19	運亨	wanhang	1	sunwaikei	申偉基	獨立建制派
Q19	運亨	wanhang	2	fangarykwokwai	范國威	新民主同盟
Q19	運亨	wanhang	3	laitzewah	黎子華	不明確
Q20	景林	kinglam	1	wankaiming	温啟明	民建聯
Q20	景林	kinglam	2	lamwingyin	林咏然	民主黨
Q21	厚德	hautak	1	lingmanhoi	凌文海	民建聯
Q21	厚德	hautak	2	tsanghoman	曾浩文	民主黨
Q22	富藍	funam	1	chanyiuming	陳耀銘	獨立民主派
